Bahia class,2,2,Light cruiser,3100 BRT ,122.5 m oa ,350 men ,"10 4.7"" guns 6 47mm 2 18"" torpedo tubes ",26.5 knots,"3-shaft Parsons geared turbines, Yarrow boilers ","18,000 SHP ","Design based on the British scout cruiser Adventure. Bahia made 27,016 kn on trials, Rio Grande do Sul 27,41. When completed they were the world's fastest light cruisers. Both were part of the Brazilian Squadron that operated off the NW African coast in 1917-18. Re-engined and reboilered respectively in 1925 and 1926, their speed was increased to 28 kn. Both saw extensive WWII service. ",http://uboat.net/allies/warships/class/513.html
Para class,6,6,Torpedo boat,560 BRT ,"73,2 m ",104 men ,"2 4"" guns 4 47mm 2 18"" torpedo tubes ","27 designed, 26+ service knots","2-shaft, 4-cylinder VTE, 2 Yarrow boilers ",8000 IHP ,"All 10 ships built by Yarrow, Scotstoun, the design followed closely that of the British ""River"" class. Ordered under the 1907 Naval Programme. All units exceeded the designed speed on trials, the best being Parana which reached 28,76 kn. The class proved very manoeuvrable, tactical diameter being 375 yards @ full speed and 330 yds at 18 kn. All could carry 140 ts of coal, giving them a range of 3700 nm at 14 kn. Four of these ships were decommissioned before the Second World War. ",http://uboat.net/allies/warships/class/514.html
K class,1,1,Destroyer,934 BRT ,80.5m ,142 men ,"3 4"" guns 2 47mm 4 18"" torpedo tubes ",31 knots,,22500 HP , ,http://uboat.net/allies/warships/class/515.html
Marcilio Dias class,3,3,Destroyer,1500 BRT ,104m ,210 men ,"4 5"" guns (5x5) 4 40mm AA (2x2) 8 20mm AA (8x1) 4 21"" torpedo tubes (1x4) ",36.5 knots,"Geared turbines, 2 shafts ",42800 HP ,Based on the US Mahan-class destroyers. ,http://uboat.net/allies/warships/class/516.html
Henrique Dias class,5,6,ASW Trawler,813 BRT ,54m ,70 men ,"2 12pdr AA gun as designed, completed with 1 4 20mm AA 4 DC throwers ",12.5 knots,"Triple expansion, coal fired ",1000 IHP ,"All units built by Henrique Lage, Ilha do Viana. Laid down in 1941 for the Royal Navy but transferred to Brazil 24/8/1942 while still under construction. ",http://uboat.net/allies/warships/class/517.html
Humaita class,1,1,Submarine,1450 / 1884 BRT ,87m ,68 men ,"1 4"" gun 2 13mm MG 6 21"" torpedo tubes (4 bow, 2 stern, 12 torpedoes) 16 mines ",18.5 / 9.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",4000 / 1000 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/518.html
Tupy class,3,3,Submarine,615 / 853 BRT ,60m ,33 men ,"1 3.9"" gun 4 13mm MG 6 21"" torpedo tubes (4 bow, 2 stern, 12 torpedoes)  ",14 / 7.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1400 / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/519.html
Carioca class,6,6,Minelayers,552 BRT ,57.50 m ,97 men ,"2 4"" gun 4 20mm AA 44 to 50 mines ",14 knots,"2 sets VTE, 2 shafts, oil 70 ts ",2200 HP ,These minelayers were also capable of minesweeping and were also used as escorts during the war. ,http://uboat.net/allies/warships/class/520.html
ELCO 77' class,69,69,Motor torpedo boat,46 BRT ,77 feet ,10 men ,"1 20mm 4 MG (2x2) 4 21"" torpedo tubes ",42 knots,"3 engines, 3 shafts ",3600 HP , ,http://uboat.net/allies/warships/class/521.html
ELCO 80' class,326,346,Motor torpedo boat,51 BRT ,80 feet ,11 men ,"2 20mm 4 MG (2x2) 4 21"" torpedo tubes ",43 knots,"3 engines, 3 shafts ",4050 HP , ,http://uboat.net/allies/warships/class/522.html
Higgins 78' class,209,217,Motor torpedo boat,43 BRT ,78 feet ,11 men ,"1 20mm 4 MG (2x2) 4 21"" torpedo tubes ",40 knots,"3 engines, 3 shafts ",4050 HP , ,http://uboat.net/allies/warships/class/523.html
Oriani class,3,3,Destroyer,1584 BRT ,105.7m ,207 men ,"4 4.7""/50 guns (2x2) 4 37mm AA (2×2) 8 20mm AA (8×1) 6 21"" torpedo tubes (2×3) 56 mines. ",38 knots,"Geared turbines, 2 shafts ",48000 HP , ,http://uboat.net/allies/warships/class/524.html
Huckins 78' class,18,18,Motor torpedo boat,42 BRT ,78 feet ,11 men ,"1 20mm 4 MG (2x2) 2 21"" torpedo tubes ",42 knots,"3 engines, 3 shafts ",4050 HP ,These ships were used for training. ,http://uboat.net/allies/warships/class/525.html
Vosper 72' class,136,136,Motor torpedo boat,47 BRT ,72 feet ,13 men ,"1 20mm 4 MG (2x2) 2 21"" torpedo tubes ",38 knots,"3 engines, 3 shafts ",4050 HP ,This page is currently under construction (October 2005)  ,http://uboat.net/allies/warships/class/526.html
Folgal 58' class,2,2,Motor torpedo boat,30 BRT ,58 feet , , ,30 knots,"2 engines, 2 shafts ",2000 HP ,Prototypes. ,http://uboat.net/allies/warships/class/527.html
Fisher 58' class,4,4,Motor torpedo boat,30 BRT ,58 feet , , ,32 knots,"2 engines, 2 shafts ",2400 HP ,Prototypes. ,http://uboat.net/allies/warships/class/528.html
PT 5 class,2,2,Motor torpedo boat, ,81 feet , , ,31 knots,"3 engines, 3 shafts ",3000 HP ,Prototype. ,http://uboat.net/allies/warships/class/529.html
PT 6 class,2,2,Motor torpedo boat, ,81 feet , , ,36 knots,"3 engines, 3 shafts ",3600 HP ,Prototype. ,http://uboat.net/allies/warships/class/530.html
PT 7 class,2,2,Motor torpedo boat, ,81 feet , , ,,"4 engines, 2 shafts ",3600 HP ,Prototype. ,http://uboat.net/allies/warships/class/531.html
PT 8 class,2,2,Motor torpedo boat, ,81 feet , , ,30 knots,"2 engines, 2 shafts ",3600 HP ,Prototype. ,http://uboat.net/allies/warships/class/532.html
PT 9 class,3,3,Motor torpedo boat,30 BRT ,70 feet ,12 men ,"4 .5"" AA machine guns 4 18"" torpedo tubes  ",45 knots,"petrol engines, 2 shafts ",3300 HP ,Prototype. ,http://uboat.net/allies/warships/class/533.html
ELCO 70' class,10,20,Motor torpedo boat,40 BRT ,70 feet , ,4 MG (2x2) 4 21' torpedo tubes. ,45 knots,"3 engines, 3 shafts ",3600 HP , ,http://uboat.net/allies/warships/class/534.html
Conte di Cavour class,1,1,Battleship,28455 BRT ,168.96 m ,61 officers + 1200 men ,"10 12.6"" guns (2x3, 2x2) 12 4.7"" guns (6x2) 8 3.9"" AA guns (4x2) 12 37mm AA (6x2) 12 20mm AA (6x2) Cavour: 2 aircraft, Cersare: 1 aircraft ",28 knots,"8 Yarrow boilers, Belluzzo geared turbines, 2shafts ",93000 HP , ,http://uboat.net/allies/warships/class/535.html
Caio Duilio class,2,2,Battleship, ,168.96 m ,73 officers + 1450 men ,"10 12.6"" guns (2x3, 2x2) 12 5.3"" guns (4x3) 10 3.5"" AA guns (10x1) 19 37mm AA 16 20mm AA 1 aircraft, 1 catapult ",27 knots,"8 Yarrow boilers, Belluzzo geared turbines, 2shafts ",85000 HP ,"Displacement: Duilio: 28680, Doria: 28200 ",http://uboat.net/allies/warships/class/536.html
Littorio class,2,2,Battleship,43835 BRT ,224.05 m ,80 officers + 1750 men ,"9 15"" guns (3x3) 12 6"" guns (4x3) 12 3.5"" AA guns (10x1) 20 37mm AA (8x2, 4x1) 28 20mm AA 3 aircraft, 1 catapult ",31 knots,"8 Yarrow boilers, Belluzzo geared turbines, 4 shafts ",130000 HP ,"The class was composed of 4 units. Littorio was renamed Italia after the fall of fascism on 25 July 1943. Her and Vittorio Veneto reached Malta on 9/9/43, Littorio being damaged by a Fritz-X radio guided bomb on the way, at which time sister ship Roma was sunk with heavy loss of life. Note: As Roma did not serve under Allied control she is not included here The 4th unit was named Impero, she was suspended in 1941 when she was still a long way from completion and scrapped post-war. Neither ship which reached Malta was used by the Allies, both were sent to the Suez area and moored in the Great Bitter Lake, remaining there well past the end of the war. The Peace Treaty allocated one each to the UK and the US, both refused delivery and they were scrapped in Italy between 1948-50.  ",http://uboat.net/allies/warships/class/537.html
Luigi Cadorna class,1,1,Light cruiser,5230 BRT ,169.3 m ,32 + 512 men ,"8 6"" guns (4x2) 6 3.9"" AA guns (3×2) 8 20mm AA (4×2) 8 13.2mm AA (4×2) 4 21"" torpedo tubes (2×2) 2 aircraft, 1 catapult ",37 knots,"6 Yarrow boilers, Parsons geared turbines, 2 shafts ",95000 HP , ,http://uboat.net/allies/warships/class/538.html
Raimondo Montecuccoli class,1,1,Light cruiser,7400 BRT ,182.2 m ,38 + 610 men ,"8 6"" guns (4x2) 6 3.9"" AA guns (3×2) 8 20mm AA (4×2) 8 13.2mm AA (4×2) 4 21"" torpedo tubes (2×2) 3 aircraft, 1 catapult ",35 knots,"6 Yarrow boilers, Parsons geared turbines, 2 shafts ",106000 HP , ,http://uboat.net/allies/warships/class/539.html
Emanuele Filiberto Duca d'Aosta class,2,2,Light cruiser,8320 BRT ,186.95 m ,42 + 652 men ,"8 6"" guns (4x2) 6 3.9"" AA guns (3×2) 8 20mm AA (4×2) 8 13.2mm AA (4×2) 6 21"" torpedo tubes (2×3) 3 aircraft, 1 catapult ",36 knots,"8 Yarrow boilers, Parsons geared turbines, 2 shafts ",110000 HP , ,http://uboat.net/allies/warships/class/540.html
Giuseppe Garibaldi class,2,2,Light cruiser,9960 BRT ,187.05 m ,42 + 850 men ,"10 6"" guns (2x3, 2x2) 8 3.9"" AA guns (4×2) 8 20mm AA (4×2) 8 13.2mm AA (4×2) 6 21"" torpedo tubes (2×3) 4 aircraft, 2 catapults ",33 knots,"8 Yarrow boilers, Parsons geared turbines, 2 shafts ",100000 HP ,"This class represented the ultimate development of the series which had begun with the 4 Da Barbiano class, the so-called ""Condottieri"" (Leaders) completed in 1931. Through evolution of the design in 5 successive classes they achieved a well-balanced harmony between hitting power, staying power and speed. Proof of their success is the fact that Garibaldi remained in service, with modifications, for over 30 years. ",http://uboat.net/allies/warships/class/541.html
Attilio Regolo class,3,3,Light cruiser,3685 BRT ,142.2 m ,20 + 400 men ,"8 5.3"" DP guns (4x2) 8 37mm AA (4×2) 8 20mm AA (4×2) 8 21"" torpedo tubes (2×4) 4 aircraft, 2 catapults ",42 knots,"4 3-drum boilers, Belluzzo geared turbines, 2 shafts ",110000 HP , ,http://uboat.net/allies/warships/class/542.html
Goffredo Mameli class,3,3,Submarine,830 / 1010 BRT ,64.6 m ,5 + 44 men ,"1 4"" gun 2 13.2mm AA 6 21"" torpedo tubes ",17 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1000 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/543.html
Fratelli Bandiera class,3,3,Submarine,866 / 1153 BRT ,69.8 m ,52 men ,"1 4"" gun 2 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",17 / 9 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1300 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/544.html
Squalo class,1,1,Submarine,857 / 1143 BRT ,69.8 m ,52 men ,"1 4"" gun 2 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",15 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1300 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/545.html
Luigi Settembrini class,2,2,Submarine,954 / 1153 BRT ,69.1 m ,6 + 50 men ,"1 4"" gun 2 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",17 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1300 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/546.html
Glauco class,1,1,Submarine,1055 / 1325 BRT ,73 m ,7 + 50 men ,"2 4"" guns 2 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",17 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1100 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/547.html
Brin class,1,1,Submarine,1016 / 1266 BRT ,72.5 m ,7 + 47 men ,"1 4"" guns 4 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",17 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1100 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/548.html
Marcello class,1,1,Submarine,1060 / 1313 BRT ,73 m ,7 + 50 men ,"2 4"" guns 4 13.2mm AA 8 21"" torpedo tubes (4 bow, 4 stern) ",17 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1100 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/549.html
Ammiraglio Cagni class,1,1,Submarine,1703 / 2164 BRT ,87.9 m ,7 + 71 men ,"2 4"" guns 4 13.2mm AA 14 21"" torpedo tubes (8 bow, 6 stern) ",17 / 8.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",4600 HP / 1800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/550.html
Flutto class,2,2,Submarine,905 / 1070 BRT ,63.15 m ,5 + 44 men ,"1 4"" guns 2 20mm AA 4 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern) ",16 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",2400 HP / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/551.html
Argonauta class,1,1,Submarine,667 / 810 BRT ,61.5 m ,4 + 32 men ,"1 4"" gun 2 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern)  ",14 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1250 HP / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/552.html
Sirena class,1,1,Submarine,697 / 842 BRT ,60.18 m ,4 + 32 men ,"1 4"" gun 2 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern) ",14 / 7.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1350 HP / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/553.html
Adua class,2,2,Submarine,697 / 856 BRT ,60.18 m ,4 + 32 men ,"1 4"" gun 2 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern) ",14 / 7.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1400 HP / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/554.html
Acciaio class,3,3,Submarine,712 / 865 BRT ,60.18 m ,4 + 40 men ,"1 4"" gun 2 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern) ",14 / 7.5 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1400 HP / 800 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/556.html
Marcantonio Bragadin class,2,2,Submarine,981 / 1167 BRT ,68 m ,5 + 50 men ,"1 4"" gun 2 13.2mm AA 4 21"" torpedo tubes (bow) 16 mines ",11.5 / 7 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",1500 HP / 1000 HP  (surfaced/submerged),Minelaying submarines. ,http://uboat.net/allies/warships/class/557.html
Foca class,2,2,Submarine,1318 / 1647 BRT ,82.75 m ,7 + 53 men ,"1 4"" gun 4 13.2mm AA 6 21"" torpedo tubes (4 bow, 2 stern) 36 mines ",16 / 8 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",3000 HP / 1300 HP  (surfaced/submerged),Minelaying submarines. ,http://uboat.net/allies/warships/class/558.html
Turbine class,1,1,Destroyer,1070 BRT ,93.2 m ,6 + 139 men ,"4 4.7""/50 guns (2x2) 2 40mm AA (2×1) 2 13.2mm AA 6 21"" torpedo tubes (2×3) 52 mines. ",36 knots,"3 boilers, Parsons geared turbines, 2 shafts ",40000 HP , ,http://uboat.net/allies/warships/class/559.html
Navigatori class,1,1,Destroyer,2125 BRT ,107.3 m ,9 + 210 men ,"6 4.7""/50 guns (2x2) 2 40mm AA (2×1) 4 13.2mm AA (2x2) 6 21"" torpedo tubes (2×3) 104 mines. ",38 knots,"4 boilers, Geared turbines, 2 shafts ",50000 HP , ,http://uboat.net/allies/warships/class/560.html
Maestrale class,1,1,Destroyer,1440 BRT ,104.7 ,191 men ,"4 4.7""/50 guns (2x2) 2 40mm AA 6 13.2mm AA 6 21"" torpedo tubes (2×3) 56 mines. ",38 knots,"3 boilers, Parsons geared turbines, 2 shafts ",44000 HP , ,http://uboat.net/allies/warships/class/561.html
Soldati (1st series) class,4,4,Destroyer,1645 BRT ,106.7 ,206 men ,"4 4.7""/50 guns (2x2) 8 20mm AA or 12 13.2mm AA 6 21"" torpedo tubes (2×3) 56 mines. ",38 knots,"3 boilers, Geared turbines, 2 shafts ",48000 HP , ,http://uboat.net/allies/warships/class/562.html
Soldati (2nd series) class,3,3,Destroyer,1645 BRT ,106.7 ,206 men ,"5 4.7""/50 guns (2x2, 2x1) 8 20mm AA 6 21"" torpedo tubes (2×3) 56 mines. ",38 knots,"3 boilers, Geared turbines, 2 shafts ",48000 HP , ,http://uboat.net/allies/warships/class/563.html
Giuseppe Cesare Abba class,3,3,Torpedo boat,625 BRT ,73 m ,95 men ,"5 4"" guns (5x1) 2 40mm AA (2x1) 4 18"" torpedo tubes (2x2) ",30 knots,,16000 HP , ,http://uboat.net/allies/warships/class/564.html
Giuseppe Sirtori class,2,2,Torpedo boat,709 BRT ,73.5 m ,78 men ,"6 4"" guns (6x1) 2 40mm AA (2x1) 4 18"" torpedo tubes (2x2) ",30 knots,"4 boilers, geared turbines, 2 shafts ",16000 HP , ,http://uboat.net/allies/warships/class/565.html
Giuseppe La Masa class,3,3,Torpedo boat,660 BRT ,73.5 m ,99 men ,"4 4"" guns (4x1) 2 3"" AA gun (2x1) 4 18"" torpedo tubes (2x2) ",30 knots,,, ,http://uboat.net/allies/warships/class/566.html
Curtatone class,1,1,Torpedo boat,967 BRT ,84.9 m ,108 men ,"4 4"" guns (2x2) 2 3"" AA gun (2x1) 6 18"" torpedo tubes (2x3) ",32 knots,"4 boilers, geared turbines, 2 shafts ",22000 HP , ,http://uboat.net/allies/warships/class/567.html
Spica class,7,7,Torpedo boat,670 BRT ,81.4 m ,119 men ,"3 4"" guns (3x1) 8 13.2mm AA (4x2) 4 18"" torpedo tubes (4x1) 20 mines ",34 knots,"2 boilers, geared turbines, 2 shafts ",19000 HP ,The displacement (standard) as shown above is for the Alcione group. The standard displacement for the Climene group is 640 tons and for the Perseo group is 630 tons. ,http://uboat.net/allies/warships/class/568.html
Orsa class,2,2,Torpedo boat,840 BRT ,89.3 m ,154 men ,"2 4"" guns (2x1) 8 13.2mm AA (4x2) 4 18"" torpedo tubes (2x2) ",28 knots,"2 boilers, geared turbines, 2 shafts ",16000 HP , ,http://uboat.net/allies/warships/class/569.html
Animoso class,5,5,Torpedo boat,910 BRT ,87.7 m ,177 men ,"2 4"" guns (2x1) 8 20mm AA (4x2 or 3x2 and 2x1) 4 18"" torpedo tubes (2x2) ",26 knots,"2 boilers, geared turbines, 2 shafts ",16000 HP , ,http://uboat.net/allies/warships/class/570.html
Ariete class,1,1,Torpedo boat,757 BRT ,83.5 ,150 men ,"2 4"" guns (2x1) 10 20mm AA (3x2 and 4x1) 6 18"" torpedo tubes (2x3) ",31.5 knots,"2 boilers, geared turbines, 2 shafts ",22000 HP , ,http://uboat.net/allies/warships/class/571.html
Gabbiano class,19,19,Corvette,673 BRT ,64.4 m ,5 + 105 men ,"1 4"" gun 7 20mm AA (2x2, 3x1) 2 18"" torpedo tubes (2x1) ",18 knots,"Diesel / electric , 2 shafts ",2500 HP , ,http://uboat.net/allies/warships/class/572.html
Eritrea class,1,1,Sloop, ,97 m , ,"4 4.7"" guns (2x2) 4 37mm AA (2x2) 4 13mm AA (2x2) ",20 knots,"Diesels, 2 shafts ",9100 HP , ,http://uboat.net/allies/warships/class/573.html
Azio class,2,2,Minelayer,615 BRT , , ,"2 4"" guns 1 3"" AA gun 80 mines ",15 knots,,, ,http://uboat.net/allies/warships/class/574.html
RD class,12,12,Minesweeper,200 to 215 BRT ,33 to 36 m ,22 men ,"1 3"" gun 4 MG AA ",12.5 to 14 knots,"1 engine, 1shaft ",750 to 1015 HP , ,http://uboat.net/allies/warships/class/575.html
Vedetta class,1,1,Minesweeper,70 BRT ,26 m ,21 men ,"1 3"" gun 3 MG AA ",12.5 knots,"Diesel engine, 1 shaft ",400 HP , ,http://uboat.net/allies/warships/class/576.html
Arbe class,4,4,Minesweeper,127 BRT , , , ,,,,Former Yugoslavian ships captured in April 1941. ,http://uboat.net/allies/warships/class/577.html
Carlo Mirabello class,1,1,Destroyer,1840 BRT ,103.7 m ,8 + 161 men ,"8 4"" guns (8×1) 2 3"" AA guns (2x1) 4 18"" torpedo tubes (2×2) 100 mines ",34 knots,"4 Yarrow boilers, 2 Parsons geared turbines, 2 shafts ",44000 HP , ,http://uboat.net/allies/warships/class/578.html
Kalev class,2,2,Submarine,665 / 853 BRT ,59.5 m ,4 officers + 28 men ,"4 21"" torpedo tubes (4 bow, 8 torpedoes carried) 1 40mm AA 1 20mm AA 20 mines  ",13.5 / 8.5 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",1200 / 790 HP  (surfaced/submerged),These two submarines were the backbone of the Estonian fleet. They were taken over by the Soviets on 19 August 1940. ,http://uboat.net/allies/warships/class/579.html
Ronis class,2,2,Submarine,390 / 540 BRT ,55 m ,28 men ,"6 18"" torpedo tubes (4 bow, 2 stern) 1 76mm deck gun ",14 / 9 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",1300 / 700 HP (surfaced/submerged)  (surfaced/submerged),These two submarines were the backbone of the Latvian fleet. They were taken over by the Soviets on 13 August 1940.  ,http://uboat.net/allies/warships/class/580.html
L (former British) class,1,1,Submarine,960 / 1150 BRT ,72 m ,56 men ,"6 21"" torpedo tubes (6 bow, 12 torpedoes) 2 4"" guns (2x1) ",14 / 9 knots (surfaced/submerged),"Diesel / electric , 2 shafts ",2200 / 1600 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/581.html
Active class,33,33,Patrol vessel,210 BRT ,125 feet ,3 officers + 18 men ,"1 3"" gun. ",13 knots,"Diesel engines, 2 shafts ",1200 HP , ,http://uboat.net/allies/warships/class/582.html
Treasury class,7,7,Cutter,2200 BRT ,327 feet ,16 officers + 107 men ,"3 5"" guns (3x3) 3 3"" AA guns (3x3)  ",19.5 knots,"Geared turbines, 2 shafts ",5250 HP , ,http://uboat.net/allies/warships/class/583.html
Algonquin class,6,6,Cutter,1005 BRT ,165 feet ,6 officers + 56 men ,"2 3"" guns (2x1) ",13 knots,"Geared turbine, 1 shaft ",1500 HP , ,http://uboat.net/allies/warships/class/584.html
Owasco class,13,13,Cutter,1563 BRT ,255 feet ,150 men ,"4 5"" DP guns (2x2) 8 40mm AA (2x2) ",17 knots,,4000 HP , ,http://uboat.net/allies/warships/class/585.html
Argo class,17,17,Patrol vessel,337 BRT ,165 feet ,5 officers + 39 men ,"1 3"" gun ",16 knots,"Diesel engines, 2 shafts ",1340 HP , ,http://uboat.net/allies/warships/class/586.html
Lake class,10,10,Cutter,1546 BRT ,250 feet ,12 officers + 85 men ,"1 5"" gun 1 3"" AA gun ",17.5 knots,1 shaft ,3200 HP , ,http://uboat.net/allies/warships/class/587.html
Haida class,4,4,Cutter,1780 BRT ,240 feet ,16 officers + 80 men ,"2 5"" guns (2x1) 1 3"" AA gun ",15.5 knots,,, ,http://uboat.net/allies/warships/class/588.html
Wind class,5,5,Icebreaker, , , , ,,,, ,http://uboat.net/allies/warships/class/589.html
No specific class,1,1,Icebreaker, , , , ,,,, ,http://uboat.net/allies/warships/class/590.html
Ashland class,8,8,Dock landing ship,7930 BRT ,458 feet ,17 officers + 237 men ,"1 5"" gun 12 40mm AA (2x4, 2x2) 16 20mm AA (16x1) ",17 knots,"Reciprocating engines, 2 shafts ",7400 HP , ,http://uboat.net/allies/warships/class/591.html
Casa Grande class,17,19,Dock landing ship,7930 BRT ,458 feet ,17 officers + 237 men ,"1 5"" gun 12 40mm AA (2x4, 2x2) 16 20mm AA (16x1) ",17 knots,"Geared turbines, 2 shafts ",7400 HP , ,http://uboat.net/allies/warships/class/592.html
Catskill class,2,2,Vehicle landing ship,9040 BRT ,456 feet ,472 men ,"2 5"" DP guns (2x1) 8 40mm AA (4x2) 20 20mm AA (20x1) ",20 knots,"Geared turbines, 2 shafts ",11000 HP , ,http://uboat.net/allies/warships/class/593.html
Osage class,4,4,Vehicle landing ship,9040 BRT ,458 feet ,458 men ,"4 5"" DP guns (2x1, 1x2) 8 40mm AA (4x2) 20 20mm AA (20x1) ",21 knots,"Geared turbines, 2 shafts ",, ,http://uboat.net/allies/warships/class/594.html
LST (Mk 2) class,1038,1159,Tank landing ship,4080 (FL) BRT ,328 feet (oa) ,9 officers + 120 men ,Varied ,12 knots,"Diesel engines, 2 shafts ",, ,http://uboat.net/allies/warships/class/595.html
Tordenskjold class,2,2,Coastal defence ship,3858 BRT ,92.66 m ,245 men ,"2 8.2"" guns (2x1) 6 4.7"" guns (6x1) 8 3"" guns (8x1) 2 18"" torpedo tubes ",17 knots,,4500 HP ,Both ships of this class were serving as depot ships at Horton by the time of the Second World War. ,http://uboat.net/allies/warships/class/596.html
Eidsvold class,2,2,Coastal defence ship,4233 BRT ,"91,74 m ",270 men ,"2 8.2"" guns (2x1) 6 5.9"" guns (6x1) 6 3"" guns (6x1) 2 3"" AA guns (2x1) 2 20mm AA (2x1) 6 MG AA 2 18"" torpedo tubes  ",16.5 knots,,4500 HP , ,http://uboat.net/allies/warships/class/597.html
A class,3,3,Submarine,268 / 355 BRT , ,16 men ,"1 3"" gun 3 18"" torpedo tubes ",14.5 / 9 knots (surfaced/submerged),,, ,http://uboat.net/allies/warships/class/598.html
B class,6,6,Submarine,425 / 540 BRT , ,23 men ,"1 3"" gun 4 18"" torpedo tubes ",14.5 / 10.5 knots (surfaced/submerged),,, ,http://uboat.net/allies/warships/class/599.html
Sleipner class,6,6,Destroyer,597 BRT ,74.3 m ,75 men ,"3 3.9"" guns (3x1) 1 40mm AA 2 12.7mm AA 2 21"" torpedo tubes (1x2) ",30 knots,,12500 HP ,"Sometimes also classified as torpedo boats. Armament varied slightly per unit, for instance Gyller had 4 torpedo tubes instead of 2. ",http://uboat.net/allies/warships/class/600.html
No specific class,11,11,Anti-Aircraft ship, , , , ,,,,"Displacement and armament are listed, if known to us, on each individual page. ",http://uboat.net/allies/warships/class/601.html
No specific class,32,32,ASW Whaler, , , , ,,,,"These ships were taken over by the Admiralty. Displacement and armament are listed, if known to us, on each individual page. ",http://uboat.net/allies/warships/class/602.html
No specific class,70,70,MS Whaler, , , , ,,,,"These ships were taken over by the Admiralty. Displacement and armament are listed, if known to us, on each individual page. ",http://uboat.net/allies/warships/class/603.html
LSM class,494,494,Medium landing ship,1095 (FL) BRT ,203 feet (oa) ,5 officers + 54 men ,As designed: 6-20mm(AA) (6x1) Most ships however had: 1-40mm(AA) 4-20mm(AA) (4x1) Later ships were completed with a twin 40mm Bofors AA gun instead of the single one ,13 knots,"Diesel engines, 2 shafts ",, ,http://uboat.net/allies/warships/class/604.html
Ch class,8,8,Destroyer,1710 BRT ,363 feet ,186 men ,"As designed; 4 4.5"" guns (4x1) 2 40mm AA (1x2) 6 20mm AA (2x2, 2x1) 8 21"" torpedo tubes ",37 knots,"Geared turbines, 2 shafts ",40000 HP , ,http://uboat.net/allies/warships/class/605.html
Co class,8,8,Destroyer,1710 BRT ,363 feet ,186 men ,"As designed; 4 4.5"" guns (4x1) 2 40mm AA (1x2) 6 20mm AA (2x2, 2x1) 8 21"" torpedo tubes ",37 knots,"Geared turbines, 2 shafts ",40000 HP , ,http://uboat.net/allies/warships/class/606.html
Cr class,8,8,Destroyer,1710 BRT ,363 feet ,186 men ,"As designed; 4 4.5"" guns (4x1) 2 40mm AA (1x2) 6 20mm AA (2x2, 2x1) 8 21"" torpedo tubes ",37 knots,"Geared turbines, 2 shafts ",40000 HP , ,http://uboat.net/allies/warships/class/607.html
